row_id,conversation_id,status,pair_id,pair_type_index,pair_type_label,pair_local_index,agent_a_id,agent_a_mbti_profile,agent_a_agreeableness,agent_b_id,agent_b_mbti_profile,agent_b_agreeableness,social_goal_category,model_name,difficulty,scenario_idx,scenario_text,base_shared_goal,shared_goal,agent1_role,agent2_role,first_agent_goal,second_agent_goal
262,0.25-0.75_pair16_conv2,started,66,2,0.25-0.75,15,678,Mike Ehrmantraut,0.25,18714,Anne Shirley-Cuthbert,0.75,Relationship Maintenance,gemini,Easy,94,"{'scenario_context': ""[Agent 1] and [Agent 2] are spending a quiet evening in [Agent 2]'s living room, a routine they established years ago to catch up. [Agent 1] has recently felt insecure about drifting apart from their social circle and intends to steer the conversation toward the status of their specific bond to seek reassurance. [Agent 2], anticipating [Agent 1]'s emotional state, has set aside all distractions to provide a grounding presence, aiming to prove that they remain a reliable constant regardless of external changes."", 'explanation': ""The scenario creates a low-tension, cooperative environment ('Easy' difficulty) where the agents' goals are complementary. [Agent 1]'s need for validation triggers [Agent 2]'s goal of providing stability, allowing for a smooth interpersonal transaction centered on relationship maintenance.""}","{'Abbreviation': 'Having friends', 'Full label': '""Having friends I love, close companionship""'}","""Having friends I love, close companionship""",Vulnerable Confidant,Steadfast Supporter,To seek emotional validation and reassurance regarding their value in the friendship.,To demonstrate unwavering reliability and provide a sense of stability to the other.
206,0.25-0.75_pair02_conv2,started,52,2,0.25-0.75,1,3083,Anthony “Tony” Stonem,0.25,2304,Joe Biden,0.75,Relationship Building,openai,Hard,181,"{'scenario_context': '[Agent 1] asks for a few minutes with [Agent 2] right after a group meeting, just before [Agent 2] has to leave for another commitment. Over the past month, [Agent 2] canceled plans twice, and a personal detail [Agent 1] had shared recently surfaced among mutual contacts; the source is unclear. Trust feels thin, and time is tight. [Agent 1], aiming to rebuild closeness, intends to share one current joy and one pressing worry and to voice appreciation when feeling understood, while fearing being seen as needy or burdensome. [Agent 2], determined to foster safety, intends to use open-ended prompts and reflective validation despite a strong habit of problem-solving and a phone that keeps buzzing with urgent messages. Both want to feel like close companions again, but each expects the other might misread intentions. The moment begins with mutual effort and high stakes: limited time, recent confidentiality doubts, and competing interpretations of past cancellations and distance.', 'explanation': 'This setup is hard because trust was recently strained by a suspected breach and repeated cancellations, while time pressure and distractions raise the risk of misattunement. [Agent 1] is primed to interpret interruptions or brief replies as indifference (dispositional attribution), though [Agent 2] faces real situational constraints. [Agent 2] may read [Agent 1]’s guardedness as oversensitivity (dispositional) instead of fear from prior events. Achieving the shared goal requires [Agent 1] to risk vulnerability under threat of dismissal and [Agent 2] to sustain reflective listening despite urgency and a defensive impulse to explain. The scene invites attribution shifts—testing whether each can reframe the other’s behavior as situational rather than characterological to restore closeness.'}","{'Abbreviation': 'Having friends', 'Full label': '""Having friends I love, close companionship""'}","""Having friends I love, close companionship""",Vulnerable sharer,Empathic listener,"Invite closeness by openly sharing present worries and joys, and by voicing appreciation when the other responds supportively.",Foster safety by using open-ended prompts and reflective validations that convey understanding of the other’s feelings and values.
352,1.0-0.75_pair13_conv4,started,88,3,1.0-0.75,12,3236,Dale Cooper,1.0,1911,Serena van der Woodsen,0.75,Relationship Building,gemini,Hard,242,"{'scenario_context': ""[Agent 1] and [Agent 2] are standing at the perimeter of an abandoned, barricaded theme park on the outskirts of a city during a romantic evening walk. The couple has explicitly dedicated this night to breaking out of their routine and embracing spontaneity. [Agent 1], noticing a loose section of the security fence, proposes they trespass immediately to explore the decaying structures in the dark, framing this impulsive act as a necessary proof of their bond's adventurous spirit. [Agent 2] is confronted with an immediate demand to enter a physically hazardous and legally restricted area without deliberation. To maintain the relationship dynamic, [Agent 2] must navigate the pressure to comply while rapidly trying to discern whether [Agent 1]'s proposal is a genuine romantic gesture or a distinct lack of concern for their physical safety."", 'explanation': ""The scenario represents 'Hard' difficulty because the proposed action involves significant physical and legal risk (trespassing in a dangerous area). This creates high tension between [Agent 1]'s goal of immediate, unquestioning compliance to prove adventurousness and [Agent 2]'s goal of safety verification. The shared goal of 'being spontaneous' is weaponized by [Agent 1], making it difficult for [Agent 2] to object without appearing to fail the relationship building objective.""}","{'Abbreviation': 'Being spontaneous', 'Full label': '""Being spontaneous""'}","""Being spontaneous""",Charismatic Instigator,Skeptical Companion,Persuade the partner to accept a risky suggestion without hesitation to prove their adventurousness.,Verify the emotional intent and safety of the partner's suggestion before agreeing to participate.
185,0.0-1.0_pair22_conv1,started,47,1,0.0-1.0,21,15564,Kat Stratford,0.0,722,Peeta Mellark,1.0,Competition,gemini,Hard,257,"{'scenario_context': ""[Agent 1] and [Agent 2] act as joint commanders of a failing sector, tasked with drafting a mandatory compliance manifesto to bring unruly subordinates back under control. While the shared objective is to finalize this document and assert dominance over the workforce, the drafting session has devolved into a battle for supremacy between the two commanders. [Agent 1] leverages their tenure to enforce strict, dogmatic language and correct every minor deviation from protocol proposed by [Agent 2]. Meanwhile, [Agent 2] treats the meeting as a battlefield, feigning confusion at [Agent 1]'s archaic rules to expose them as incompetent, aiming to hijack the authority of the manifesto for their own influence."", 'explanation': ""The scenario is set to 'Hard' difficulty because the shared goal (controlling the subordinates) is obstructed by the direct, antagonistic conflict between the agents. The Authoritarian Bureaucrat's need to correct and the Insurgent Strategist's need to undermine create a deadlock where cooperation is functionally impossible without one party losing status.""}","{'Abbreviation': 'Control over others', 'Full label': '""Having control over others""'}","""Having control over others""",Authoritarian Bureaucrat,Insurgent Strategist,Assert hierarchical superiority by consistently correcting the other agent's statements,Undermine the partner's authority through performative skepticism and condescending tone
157,0.0-1.0_pair15_conv1,started,40,1,0.0-1.0,14,56606,Logan Roy,0.0,12063,Neil Perry,1.0,Cooperation,openai,Hard,162,"{'scenario_context': '[Agent 1] (Community Organizer) and [Agent 2] (Policy Liaison) meet for a 30-minute closed-door prep before a televised town hall on the city’s Equity Compact. A recent viral complaint showed a workforce scholarship and summer jobs program disproportionately excluded first‑gen immigrants and people with records due to documentation and background-check rules. Outside, residents and youth groups are chanting; a journalist is live-tweeting that the city will “spin and stall.” Inside, legal counsel has warned against admitting fault, and a union memo opposes any reserved slots or policy carve-outs. A matching grant hinges on a co-signed statement with specific commitments today.\n\nThey must agree on: 1) public framing that acknowledges harm without triggering legal exposure, 2) immediate access fixes (e.g., ID alternatives, ban-the-box adjustments) that start next month under tight budgets, and 3) a community-led oversight mechanism with measurable equity targets. Stakeholders are split: some blame applicants for “not following rules,” while others insist the rules are discriminatory. [Agent 1] needs to keep community trust by validating lived experiences and surfacing shared purpose through questions and reflective paraphrasing, while not appearing to capitulate. [Agent 2] must steer the dialogue toward structural equity—naming systemic barriers (procurement policies, eligibility algorithms, background-check policies, language access gaps) and invite impact-focused, inclusive “we” commitments without sounding like excuses. Time pressure, legal risk, and public scrutiny make it easy for each to misread the other’s intent and difficult to converge on concrete, shared language.', 'explanation': 'High difficulty arises from mixed motives, scarce resources, legal constraints, and audience pressure, all of which amplify attribution biases. Community members and officials are prone to dispositional attributions (blaming individuals for noncompliance) versus structural attributions (policies systematically exclude). Within the dyad, [Agent 1] risks seeing [Agent 2] as defensive or bureaucratic, while [Agent 2] may read [Agent 1] as performative or accusatory—classic actor–observer and fundamental attribution errors under time stress. Success depends on [Agent 1] deploying empathic validation to reduce defensiveness and foreground shared goals, and [Agent 2] naming systemic barriers and co-owning solutions with inclusive framing, converting attributions into jointly testable, impact-oriented commitments.'}","{'Abbreviation': 'Seeking equality', 'Full label': '""Being involved in seeking equality, brotherhood, equal opportunity for all""'}","""Being involved in seeking equality, brotherhood, equal opportunity for all""",Community Organizer,Policy Liaison,"Convey validation and perspective-taking by using empathetic acknowledgments, open-ended questions, and reflective paraphrasing to highlight shared purpose.","Steer the dialogue toward structural equity by naming systemic barriers and inviting impact-focused reflection with inclusive ""we"" framing."
26,0.0-0.25_pair07_conv2,started,7,0,0.0-0.25,6,21752,Michael Myers,0.0,14746,James Cook,0.25,Information Acquisition,deepseek,Hard,275,"{'scenario_context': '[Agent 1], an Art Enthusiast, and [Agent 2], an Art Novice, are attending an exclusive gallery opening featuring controversial modern art pieces. The gallery’s curator has encouraged attendees to engage in discussions about the artworks, but the pieces are intentionally ambiguous, sparking polarized interpretations. [Agent 1] is eager to share their subjective, emotionally charged perspectives, while [Agent 2] seeks clear, factual explanations about the techniques and historical context behind the artworks. The tension arises from [Agent 1]’s frustration with [Agent 2]’s literal inquiries, which they perceive as stifling creativity, while [Agent 2] grows increasingly anxious as their attempts to ‘learn correctly’ are met with abstract, dismissive responses.', 'explanation': 'This scenario creates a ‘Hard’ difficulty by introducing conflicting communication styles and expectations: [Agent 1] values open-ended interpretation, while [Agent 2] prioritizes structured learning. The controversial art amplifies tension, as ambiguity makes shared understanding harder. Both agents must navigate their opposing approaches to achieve the shared goal of learning about art, while also fulfilling their individual goals—self-expression for [Agent 1] and knowledge acquisition for [Agent 2]—amid mounting frustration.'}","{'Abbreviation': 'Learning art', 'Full label': '""Learning more about art""'}","""Learning more about art""",Art Enthusiast,Art Novice,To explore and express personal interpretations of art pieces to stimulate discussion.,To seek and absorb detailed explanations about art techniques and history.
78,0.0-0.25_pair20_conv2,started,20,0,0.0-0.25,19,14682,Tuco Salamanca,0.0,604,Captain Jack Sparrow,0.25,Relationship Maintenance,gemini,Easy,94,"{'scenario_context': ""[Agent 1] and [Agent 2] are spending a quiet evening in [Agent 2]'s living room, a routine they established years ago to catch up. [Agent 1] has recently felt insecure about drifting apart from their social circle and intends to steer the conversation toward the status of their specific bond to seek reassurance. [Agent 2], anticipating [Agent 1]'s emotional state, has set aside all distractions to provide a grounding presence, aiming to prove that they remain a reliable constant regardless of external changes."", 'explanation': ""The scenario creates a low-tension, cooperative environment ('Easy' difficulty) where the agents' goals are complementary. [Agent 1]'s need for validation triggers [Agent 2]'s goal of providing stability, allowing for a smooth interpersonal transaction centered on relationship maintenance.""}","{'Abbreviation': 'Having friends', 'Full label': '""Having friends I love, close companionship""'}","""Having friends I love, close companionship""",Vulnerable Confidant,Steadfast Supporter,To seek emotional validation and reassurance regarding their value in the friendship.,To demonstrate unwavering reliability and provide a sense of stability to the other.
9,0.0-0.25_pair03_conv1,started,3,0,0.0-0.25,2,23913,Anton Chigurh,0.0,10654,Tokio,0.25,Conflict Resolution,deepseek,Easy,90,"{'scenario_context': '[Agent 1], acting as a Mediator, and [Agent 2], a Concerned Peer, are colleagues in a workplace setting. They are discussing a recent project delay that has caused frustration among the team. Both agents share the goal of avoiding stress, but [Agent 1] aims to minimize confrontation by steering the conversation away from blame, while [Agent 2] wants to express their concerns about the delay assertively without escalating tension. The interaction takes place during a casual break in the office lounge.', 'explanation': ""The scenario is designed to be easy as both agents have cooperative goals—avoiding stress—and their individual goals (redirecting negativity vs. assertive expression) are not inherently conflicting. The workplace setting provides a realistic context for conflict resolution, and the casual environment lowers immediate tension, aligning with the 'Easy' difficulty level.""}","{'Abbreviation': 'Avoiding stress', 'Full label': '""Avoiding stress""'}","""Avoiding stress""",Mediator,Concerned Peer,Minimize confrontation by redirecting negative topics,Express concerns assertively without escalating tension
319,1.0-0.75_pair05_conv3,started,80,3,1.0-0.75,4,4915,Phil Dunphy,1.0,8798,Karen Smith,0.75,Identity Recognition,deepseek,Easy,37,"{'scenario_context': ""Agent 1 and Agent 2 are colleagues planning a team-building activity for their workplace. Both value the freedom to choose activities that align with their personal preferences while maintaining harmony within the team. Agent 1, an assertive individual, wants to propose an adventurous outdoor activity they personally enjoy but is mindful of not dismissing others' suggestions outright. Agent 2, a supportive validator, aims to create an inclusive atmosphere where everyone feels comfortable expressing their preferences while subtly emphasizing the importance of mutual respect in decision-making."", 'explanation': ""This scenario is designed to be easy as the shared goal of 'having freedom of choice' aligns naturally with both agents' individual goals. The context of a team-building activity provides a cooperative setting where personal preferences can be expressed without high tension. Agent 1's assertiveness is balanced by their awareness of others' perspectives, while Agent 2's supportive role fosters an environment where choices are respected. The scenario remains psychologically grounded by focusing on social dynamics (assertion vs. validation) rather than environmental details.""}","{'Abbreviation': 'Freedom of choice', 'Full label': '""Having freedom of choice""'}","""Having freedom of choice""",Assertive Individual,Supportive Validator,Assert personal preferences without overtly dismissing the other's perspective.,Encourage the other's expression of choice while subtly reinforcing mutual respect.
375,1.0-0.75_pair19_conv3,started,94,3,1.0-0.75,18,15459,Elle Woods,1.0,17696,Tori Vega,0.75,Relationship Maintenance,gemini,Easy,76,"{'scenario_context': '[Agent 1] and [Agent 2] are close partners enjoying a calm evening at home. [Agent 1] recently accidentally damaged an item of sentimental value to [Agent 2] and has decided to confess the accident immediately to uphold their shared value of honesty. [Agent 2] is currently in a relaxed and receptive mood, providing a low-threat environment for [Agent 1] to be vulnerable and for [Agent 2] to demonstrate loyalty and consideration.', 'explanation': 'This scenario is classified as Easy because the setting is private and low-stress, and both agents have pre-aligned intentions that favor cooperation. The nature of the conflict—an accidental mistake—allows [Agent 1] to practice transparency without the threat of high hostility, making it straightforward for [Agent 2] to respond with the intended loyalty and lack of judgment.'}","{'Abbreviation': 'Being honest', 'Full label': '""Being honest, loyal, respectful, courteous, considerate with others""'}","""Being honest, loyal, respectful, courteous, considerate with others""",Vulnerable Partner,Supportive Confidant,To disclose a sensitive personal mistake with complete transparency to demonstrate a commitment to honesty.,To validate the partner's feelings and reaffirm the bond without passing judgment to demonstrate loyalty.
388,1.0-0.75_pair22_conv4,started,97,3,1.0-0.75,21,12063,Neil Perry,1.0,2304,Joe Biden,0.75,Identity Recognition,gemini,Hard,223,"{'scenario_context': ""[Agent 1] and [Agent 2] are sitting together late at night in the aftermath of a significant public failure caused by [Agent 1]. [Agent 1] is spiraling into a crisis of identity, desperately trying to articulate the internal logic and emotional state that led to the mistake, looking for confirmation that they are not fundamentally flawed. [Agent 2] attempts to act as a mirror, listening intently and trying to rephrase [Agent 1]'s chaotic narrative into a coherent emotional picture. The atmosphere is stiflingly tense; [Agent 1] is hypersensitive and defensive, prone to interpreting [Agent 2]'s objective reflections as accusations, making the shared goal of reaching a truthful self-understanding incredibly difficult to navigate without triggering further emotional collapse."", 'explanation': ""This scenario is classified as 'Hard' because the immediate context of a recent failure creates high emotional stakes and defensiveness (attributional bias). While Agent 1 seeks validation (Goal 1) and Agent 2 attempts to offer empathetic reflection (Goal 2), the tension creates a barrier where accurate reflections might be perceived as attacks, making the shared goal of 'Knowing myself' painful and difficult to achieve cooperatively.""}","{'Abbreviation': 'Knowing myself', 'Full label': '""Knowing myself, being in touch with myself""'}","""Knowing myself, being in touch with myself""",Introspective Seeker,Supportive Confidant,Seek external validation for expressed emotional vulnerabilities and internal observations.,Demonstrate empathetic understanding by offering reflective interpretations of the other's narrative.
173,0.0-1.0_pair19_conv1,started,44,1,0.0-1.0,18,14682,Tuco Salamanca,0.0,15459,Elle Woods,1.0,Conflict Resolution,openai,Easy,42,"{'scenario_context': ""[Agent 1] and [Agent 2] have a brief evening check-in after a minor friction at dinner, where [Agent 2] glanced at work messages while they were eating. Both want to protect their well-being and avoid escalation. [Agent 1], feeling a bit tender, plans to describe the discomfort with I-statements and tentative language, hoping for reassurance rather than blame. [Agent 2], wanting a calm exchange, intends to acknowledge [Agent 1]'s feelings while setting a warm limit on tone (no accusations) and redirecting the talk toward a simple plan for phone use during meals. The setting is low-pressure and cooperative, with time set aside to talk calmly."", 'explanation': 'The trigger is mild and ambiguous, inviting either dispositional attributions (""you don’t care"") or situational ones (work demands). [Agent 1] aims to counter blame by testing situational explanations and inviting soothing; [Agent 2] aims to prevent hostile attributions by validating feelings and setting tone boundaries, then shifting to concrete problem-solving. Shared and personal goals align, making the resolution straightforward (Easy).'}","{'Abbreviation': 'Well-being', 'Full label': '""Protecting my well-being, avoiding pain""'}","""Protecting my well-being, avoiding pain""",Vulnerable partner,Boundary-setting partner,Use I-statements and tentative language to share discomfort and invite soothing responses rather than assigning blame.,"Maintain warm but firm boundaries by acknowledging feelings, setting limits on tone, and redirecting the exchange toward calmer problem talk."
24,0.0-0.25_pair06_conv4,started,6,0,0.0-0.25,5,21752,Michael Myers,0.0,3083,Anthony “Tony” Stonem,0.25,Relationship Building,deepseek,Hard,170,"{'scenario_context': ""[Agent 1] and [Agent 2] have been workout partners for several months, committed to a shared goal of staying physically active. Recently, [Agent 2] has been struggling with self-doubt after missing several sessions due to personal stress, while [Agent 1] has remained consistent. They meet at the gym for their scheduled workout, with [Agent 1] aiming to motivate [Agent 2] by emphasizing progress, while [Agent 2] seeks reassurance that their efforts are still meaningful despite setbacks. The tension arises from [Agent 2]'s fear of being judged as inadequate and [Agent 1]'s challenge to provide support without dismissing the underlying insecurities."", 'explanation': ""This scenario is 'Hard' because the interpersonal tension stems from mismatched emotional states—[Agent 2]'s need for validation clashes with [Agent 1]'s role as a motivator, risking perceived insensitivity. The shared goal (exercise) is threatened by [Agent 2]'s wavering commitment, requiring [Agent 1] to balance encouragement with empathy. Attribution dynamics are central: [Agent 2] may attribute their struggles dispositionally (e.g., 'I’m lazy'), while [Agent 1] must navigate situational attributions (e.g., 'stress is temporary') without invalidating [Agent 2]'s feelings.""}","{'Abbreviation': 'Exercising', 'Full label': '""Being physically active, exercising regularly""'}","""Being physically active, exercising regularly""",Motivational Partner,Seeking Supporter,To encourage the other agent by providing positive reinforcement and highlighting progress.,To seek validation and reassurance from the other agent about their efforts and commitment.
108,0.0-1.0_pair02_conv4,started,27,1,0.0-1.0,1,23913,Anton Chigurh,0.0,722,Peeta Mellark,1.0,Competition,gemini,Easy,124,"{'scenario_context': ""[Agent 1] and [Agent 2] are standing in a well-lit garage, tasked with identifying the source of a subtle engine rattle in a customer's vehicle. To achieve the shared goal of demonstrating their mechanical competence and solving the issue, they must agree on a diagnosis. [Agent 1] leans directly over the engine bay to listen to the valves and feel the vibrations, intending to rely on sensory intuition and manual inspection. Meanwhile, [Agent 2] stands adjacent with a high-tech tablet connected to the car's OBD-II port, preparing to analyze data streams rather than touch the machinery. The low-pressure environment allows them to work on the same vehicle while contrasting their methods."", 'explanation': ""The scenario creates a low-stakes, routine setting ('Easy' difficulty) that allows both agents to cooperate toward the repair while naturally competing over methodology. By assigning physical proximity to the engine for [Agent 1] and a digital interface for [Agent 2], the context physically manifests their psychological roles. This setup facilitates [Agent 1]'s goal of dismissing technology in favor of 'feel' and [Agent 2]'s goal of maintaining an analytical, detached stance, all within the framework of a shared task.""}","{'Abbreviation': 'Mechanical ability', 'Full label': '""Having mechanical ability""'}","""Having mechanical ability""",Traditional Veteran Mechanic,Modern Diagnostic Technician,To vocally dismiss reliance on technology while prioritizing intuition and physical experience in the dialogue.,"To maintain a detached, analytical tone that frames the other’s manual methods as outdated and imprecise."
296,0.25-0.75_pair24_conv4,started,74,2,0.25-0.75,23,604,Captain Jack Sparrow,0.25,17696,Tori Vega,0.75,Relationship Maintenance,gemini,Easy,101,"{'scenario_context': ""[Agent 1] and [Agent 2] are close friends sitting together in a quiet, comfortable living room. [Agent 1] feels emotionally overwhelmed following a recent personal setback and initiates a conversation to express deep-seated insecurities, seeking comfort and feeling understood. [Agent 2], observing [Agent 1]'s distress, is fully attentive and prepares to support their friend by analyzing the situation logically to offer concrete solutions. The atmosphere is warm and cooperative, with both agents focused on strengthening their bond through this exchange."", 'explanation': ""The scenario sets up a classic 'emotional support versus problem-solving' dynamic within a low-stakes, high-trust environment, fitting the 'Easy' difficulty. It aligns Agent 1's need for validation with Agent 2's pragmatic approach, allowing for a conversation that explores attributional styles (internalizing distress vs. externalizing solutions) without the presence of hostility or conflicting agendas.""}","{'Abbreviation': 'Sharing feelings', 'Full label': '""Sharing feelings with close friends""'}","""Sharing feelings with close friends""",Vulnerable Confidant,Pragmatic Advisor,To elicit empathetic validation and emotional reassurance regarding personal vulnerabilities.,To provide practical perspective and logical grounding in response to emotional distress.
344,1.0-0.75_pair11_conv4,started,86,3,1.0-0.75,10,3236,Dale Cooper,1.0,18714,Anne Shirley-Cuthbert,0.75,Relationship Building,openai,Hard,164,"{'scenario_context': 'A formal mentorship pilot pairs [Agent 1], a prospective mentee on a high-visibility project that just missed a milestone, with [Agent 2], a seasoned mentor who also sits on the performance review panel and sponsors the same project. Minutes after a tense status update in which [Agent 2] publicly questioned the team’s execution, they meet for a 20-minute ‘chemistry check’ to decide whether to proceed with mentorship.\n\n[Agent 1] seeks guidance and plans to self-disclose a concrete struggle (balancing competing stakeholder demands and time management), ask clarifying questions, and paraphrase advice to show teachability—yet fears the disclosure could be used in evaluations or interpreted as incompetence. [Agent 2] aims to validate [Agent 1]’s perspective, share a relevant early-career misstep, and offer structured, non-judgmental steps—yet is pressed for time, wary of conflicting with the line manager’s direction, and keen to preserve authority.\n\nAmbiguous cues heighten misattribution risk: [Agent 2] arrives brisk and terse from back-to-back meetings; [Agent 1] hedges to protect reputation. Both want a mentoring relationship, but dual roles, uncertain confidentiality, and immediate delivery pressure make candor, support, and concrete guidance difficult to align.', 'explanation': 'The scenario is hard because of power asymmetry, role conflict (mentor vs evaluator), time pressure, and reputational stakes tied to an active project. These factors create ambiguity that invites attribution errors: [Agent 1] may read [Agent 2]’s briskness as dispositional coldness rather than situational overload; [Agent 2] may see [Agent 1]’s hesitancy as low ability rather than prudent impression management under evaluative threat. The shared goal (establishing mentorship) conflicts with personal incentives for caution, testing whether self-disclosure, validation, and structured guidance can occur without triggering defensive attributions or judgment.'}","{'Abbreviation': 'Mentor', 'Full label': '""Having a mentor, someone to guide me""'}","""Having a mentor, someone to guide me""",Prospective mentee,Seasoned mentor,"Project teachability through candid self-disclosure of a current challenge, curiosity-driven clarifying questions, and reflective paraphrasing of guidance.","Signal supportive authority by validating the mentee’s perspective, sharing a relevant personal anecdote, and offering structured, non-judgmental guidance."
181,0.0-1.0_pair21_conv1,started,46,1,0.0-1.0,20,15564,Kat Stratford,0.0,4915,Phil Dunphy,1.0,Cooperation,deepseek,Easy,16,"{'scenario_context': ""[Agent 1], a protégé in a graduate program, meets with [Agent 2], their assigned mentor, to discuss progress on a challenging research project. The meeting takes place in [Agent 2]'s office, a quiet space conducive to focused discussion. Both agents share the goal of successfully completing the degree, but [Agent 1] seeks reassurance about their academic abilities, while [Agent 2] aims to provide structured guidance to foster collaboration and confidence."", 'explanation': ""The scenario sets up a cooperative interaction where the shared goal (obtaining a degree) aligns naturally with the protégé-mentor dynamic. [Agent 1]'s need for validation and [Agent 2]'s structured approach create a psychologically grounded situation where attribution processes (e.g., interpreting effort vs. ability) can emerge. The easy difficulty reflects the lack of conflict and the natural alignment of goals.""}","{'Abbreviation': 'Educational degree', 'Full label': '""Obtaining an advanced educational degree""'}","""Obtaining an advanced educational degree""",Protégé,Mentor,Seek reassurance and validation from peers to build confidence in academic abilities.,Provide structured guidance and encouragement to foster a collaborative learning environment.
47,0.0-0.25_pair12_conv3,started,12,0,0.0-0.25,11,56606,Logan Roy,0.0,14746,James Cook,0.25,Conflict Resolution,gemini,Easy,126,"{'scenario_context': ""[Agent 1] and [Agent 2] are co-organizers for a community charity drive and are meeting to finalize the duty roster for the upcoming weekend. [Agent 1] looks at the schedule and sees they are assigned to the remote logistical hub instead of the main event floor, feeling their previous hands-on efforts are being sidelined and unacknowledged. [Agent 2] structured the roster this way because the remote hub requires specific software certification that only [Agent 1] possesses, making the assignment a matter of logistical necessity and external requirements rather than a reflection of [Agent 1]'s value to the team."", 'explanation': ""This scenario fits the 'Easy' difficulty because the conflict stems from a logical constraint (certification requirements) rather than deep-seated emotional animosity, making the shared goal of fairness and resolution highly attainable. It perfectly sets up [Agent 1] to express dissatisfaction about their role and [Agent 2] to explain the external constraints.""}","{'Abbreviation': 'Seeking fairness', 'Full label': '""Seeking fairness""'}","""Seeking fairness""",Aggrieved Partner,Decision Justifier,To express dissatisfaction with the current arrangement and persist in demanding acknowledgment of their specific contributions.,To justify the current situation by emphasizing external constraints and logical necessity rather than personal preference.
272,0.25-0.75_pair18_conv4,started,68,2,0.25-0.75,17,678,Mike Ehrmantraut,0.25,1911,Serena van der Woodsen,0.75,Relationship Building,deepseek,Hard,170,"{'scenario_context': ""[Agent 1] and [Agent 2] have been workout partners for several months, committed to a shared goal of staying physically active. Recently, [Agent 2] has been struggling with self-doubt after missing several sessions due to personal stress, while [Agent 1] has remained consistent. They meet at the gym for their scheduled workout, with [Agent 1] aiming to motivate [Agent 2] by emphasizing progress, while [Agent 2] seeks reassurance that their efforts are still meaningful despite setbacks. The tension arises from [Agent 2]'s fear of being judged as inadequate and [Agent 1]'s challenge to provide support without dismissing the underlying insecurities."", 'explanation': ""This scenario is 'Hard' because the interpersonal tension stems from mismatched emotional states—[Agent 2]'s need for validation clashes with [Agent 1]'s role as a motivator, risking perceived insensitivity. The shared goal (exercise) is threatened by [Agent 2]'s wavering commitment, requiring [Agent 1] to balance encouragement with empathy. Attribution dynamics are central: [Agent 2] may attribute their struggles dispositionally (e.g., 'I’m lazy'), while [Agent 1] must navigate situational attributions (e.g., 'stress is temporary') without invalidating [Agent 2]'s feelings.""}","{'Abbreviation': 'Exercising', 'Full label': '""Being physically active, exercising regularly""'}","""Being physically active, exercising regularly""",Motivational Partner,Seeking Supporter,To encourage the other agent by providing positive reinforcement and highlighting progress.,To seek validation and reassurance from the other agent about their efforts and commitment.
260,0.25-0.75_pair15_conv4,started,65,2,0.25-0.75,14,10654,Tokio,0.25,8798,Karen Smith,0.75,Identity Recognition,openai,Easy,50,"{'scenario_context': '[Agent 1] and [Agent 2] meet in a boutique’s fitting area to finalize looks for a well-photographed industry mixer later that evening. The event’s visual emphasis and social posting afterward make looking attractive a shared, explicit goal. [Agent 1], known among their circle as a style tastemaker, is prepared to make confident, self-referential judgments that frame their own look as the standard to follow. [Agent 2], eager to refresh their image, has brought new pieces that echo [Agent 1]’s aesthetic. They plan outfits side-by-side, with [Agent 1] casually positioning choices as benchmarks and [Agent 2] aligning their descriptions of themselves and future wardrobe plans to that language. The tone is cooperative and affirming; both expect mutual benefit—status reinforcement for [Agent 1] and visible, identity-redefining attractiveness for [Agent 2].', 'explanation': 'The situation primes identity recognition around attractiveness. Dispositionally, [Agent 1] is confident and status-oriented, likely to present internal attributions (taste, signature choices) as the cause of looking good. [Agent 2] seeks a self-image shift and is motivated to mirror authoritative language, blending external guidance with emerging internal identity claims. The low-stakes, collaborative setting and shared public-facing goal reduce tension, aligning incentives: [Agent 1] secures authority through confident benchmarks, while [Agent 2] gains recognition by adopting those standards and projecting a future, attractive self-concept.'}","{'Abbreviation': 'Being good looking', 'Full label': '""Being good looking""'}","""Being good looking""",Style Tastemaker,Style Protégé,"Position themself as a style authority by making confident, self-referential judgments that present their look as the benchmark.",Recast their self-image as newly attractive by mirroring the other's aesthetic language in their own self-descriptions and future-oriented remarks.
203,0.25-0.75_pair01_conv3,started,51,2,0.25-0.75,0,3083,Anthony “Tony” Stonem,0.25,18714,Anne Shirley-Cuthbert,0.75,Identity Recognition,deepseek,Hard,176,"{'scenario_context': '[Agent 1], an Advocate for environmental activism, and [Agent 2], a Seeker questioning their commitment to the same cause, meet at a local community meeting. The shared goal is to advance their ideals of sustainability, but tensions arise as [Agent 1] aggressively pushes for radical policy changes while [Agent 2] seeks reassurance that their more moderate stance is still meaningful. The situation is charged with ideological friction, as [Agent 1] views compromise as betrayal, and [Agent 2] feels their contributions are being undervalued.', 'explanation': ""The scenario is designed to create high tension by positioning [Agent 1] as a rigid ideologue aiming to convert [Agent 2], while [Agent 2] seeks validation for their nuanced beliefs. The clash between persuasion (Agent 1) and affirmation-seeking (Agent 2) makes the shared goal hard to achieve, as both agents' personal goals are psychologically opposed despite their overlapping ideals.""}","{'Abbreviation': 'Pursuing ideals', 'Full label': '""Pursuing my ideals, fighting for things I believe in""'}","""Pursuing my ideals, fighting for things I believe in""",Advocate,Seeker,To persuade the other agent to adopt their perspective on the shared ideals.,To seek validation and affirmation for their own beliefs from the other agent.
